Text,Entities
ATA International Holdings offers clients over 30 years of experience in the Medical and Emergency fields. Offering expert advice and service,"[('ATA International Holdings', 'ORGANIZATION'), ('over 30 years', 'QUANTITY')]"
"Made from premium, gluten-free ingredients, ‘Nade is perfect as a dipping sauce or as a marinade. Drizzle it on top of any meat, fish or veggie to make your meal even more flavorful and delightful.",[]
"FURNITURE ADELAIDE | TASTE FURNITURE | INDOOR OUTDOOR FURNITURE ADELAIDE | QUALITY CONTEMPORARY OR CLASSIC DESIGNER FURNITURE ADELAIDE SHIPPING AUSTRALIA WIDE | Dining Setting | Fabric Leather Lounges | Bedroom Furniture | Outdoor Garden Settings | Solid Timber Dining Room Furniture Made in Australia | Premium German Outdoor Living  Furniture | Italian Leather Fabric Sofa Lounges |Adelaide, Sydney, Melbourne, Brisbane, Adelaide, Perth | Italian Leather Lounges| Fabric Sofas| Dining Tables and Chairs | Bedroom | Casegoods| Homewares| Timber| Sydney, Melbourne, Brisbane, Adelaide, Perth |  Australia Wide Deliveries | Taste Furniture is an Adelaide South Australia local based company, We have more than 20 years experience sourcing and selling high quality contemporary and classic Italian indoor and premium German & American outdoor furniture, from Australian solid timber dining to glass, stainless, aluminium, from Italian design made, to Australian Design made, from leather lounges, fabric sofas to dining tables, chairs, barstools, bedroom furniture, outdoor tables, chairs, lounges, more and more. <br /><br />And, we have the product knowledge to explain to you why our products are better. Taste Furniture we also deliver to Melbourne, Sydney, Brisbane, Adelaide, Perth, Canberra, Geelong, Sunshine Coast and the Gold Coast, and can arrange transport to most regional areas.<br /><br />Beautiful living shouldn’t only be limited to the indoors. With any of the fancy outdoor furniture from Taste Furniture in Adelaide, your outdoors will just be as cosy and attractive as the indoors. We stock the complete range of garden furniture, from dining tables and chairs to lounges, coffee tables, sun beds, umbrellas and sofas.<br /><br /><br />Our Mission<br /><br />'Taste Furniture will search the world to bring to you the best quality and classic or contemporary designed indoor or outdoor furniture at a price that you can afford. <br /><br />Our team will strive to deliver that service in a manner that is only measured by you.'<br /><br />Taste Furniture dedicated to providing quality designer indoor and outdoor furniture in Adelaide, we have extensive collection of Premium German Rehau Outdoor Furniure, Outdoor Sofa, Outdoor Lounges, Outdoor Dining Tables and Chairs, also Outdoor Dining Settings, Italian leather loungers, fabric sofas, Modullars, Recliners, Vintage Sofa, Italian Sofa,  Australian Solid Blackwood Marri dining furniture, Tassie Oak dining tables, dining chairs and barstools, modern TV and Entertainment units, Solid Timber Sideboards & Buffets, WHite & Black Coffee Tables, Side Lamp Tables, Console Tables,  bedroom furniture, beds, night stands, tallboys, chest of drawers, Queen, King, and homewares including oild paintings, pots, candle holders offers complete solutions for your home from inside furniture to outdoor garden furniture in Adelaide,  using the best material available, premium outdoor tables, deluxe outdoor chairs, luxurious outdoor lounge sofas, Full weather Outdoor German Rehau Wicker Furniture, Sunbrella American Outdoor Fabric sofa, French Sling, 304 & 316 Stainless Steel, Aluminium, we will offer you complete matching outdoor furniture, from dining to outdoor sunloungers, sunbeds, swings, umbrellas, oil paintings.... .","[('ADELAIDE', 'ORGANIZATION'), ('TASTE FURNITURE', 'ORGANIZATION'), ('ADELAIDE', 'ORGANIZATION'), ('ADELAIDE', 'ORGANIZATION'), ('AUSTRALIA', 'LOCATION'), ('WIDE', 'ORGANIZATION'), ('Australia', 'LOCATION'), ('German', 'OTHER'), ('Italian', 'OTHER'), ('Adelaide', 'LOCATION'), ('Sydney', 'LOCATION'), ('Melbourne', 'LOCATION'), ('Brisbane', 'LOCATION'), ('Adelaide', 'LOCATION'), ('Perth', 'LOCATION'), ('Italian', 'OTHER'), ('Sydney', 'LOCATION'), ('Melbourne', 'LOCATION'), ('Brisbane', 'LOCATION'), ('Adelaide', 'LOCATION'), ('Perth', 'LOCATION'), ('Australia', 'LOCATION'), ('Adelaide South Australia', 'LOCATION'), ('more than 20 years', 'QUANTITY'), ('Italian', 'OTHER'), ('German', 'OTHER'), ('American', 'OTHER'), ('Australian', 'OTHER'), ('Italian', 'OTHER'), ('Australian', 'OTHER'), ('Taste', 'ORGANIZATION'), ('Melbourne', 'LOCATION'), ('Sydney', 'LOCATION'), ('Brisbane', 'LOCATION'), ('Adelaide', 'LOCATION'), ('Perth', 'LOCATION'), ('Canberra', 'LOCATION'), ('Geelong', 'LOCATION'), ('Sunshine Coast', 'LOCATION'), ('Gold Coast', 'LOCATION'), ('Taste Furniture', 'ORGANIZATION'), ('Adelaide', 'LOCATION'), ('Taste', 'ORGANIZATION'), ('Taste Furniture', 'ORGANIZATION'), ('Adelaide', 'LOCATION'), ('German', 'OTHER'), ('Italian', 'OTHER'), ('Italian', 'OTHER'), ('Australian', 'OTHER'), ('Adelaide', 'LOCATION'), ('German', 'OTHER'), ('Rehau', 'ORGANIZATION'), ('Wicker', 'COMMERCIAL_ITEM'), ('American', 'OTHER'), ('French', 'OTHER')]"
"We are a leading CIPAA Construction Claim Consulting law firm in Kuala Lumpur. Protecting contractors, material supplier, and construction consultants.","[('CIPAA Construction Claim Consulting', 'ORGANIZATION'), ('Kuala Lumpur', 'LOCATION')]"
"buzz communication - home page<br>dear future clients, we know about the stress, deadlines and pressure you and your brands have. 
why not let us share them with you, and together we’ll build world class brands that make us proud?","[('buzz', 'ORGANIZATION')]"
The Health Channel is a television network and digital platform that offers a unique concept that connects you with medical specialists.,"[('Health Channel', 'TITLE')]"
"Technology, Finance & Travel.",[]
This domain may be for sale!,[]
"Through replatforming, auditing, and eCommerce consultanting, our job is to enhance the overall effectiveness & ROI of your online store so that you have the right systems in place acting in real-time at the right moment – micro moment to micro moment.",[]
"Eurotech designs and develops embedded boards and modules, edge computers, HPEC and IoT platforms to enable digital transformation and innovative business models in a variety of markets: the added value that drives your business","[('Eurotech', 'ORGANIZATION')]"
This domain may be for sale!,[]
"Dorado - video editor: adding text, images and animations to video. Supports iOS (iPhone, iPod, iPad)","[('Dorado', 'TITLE'), ('iOS', 'TITLE'), ('iPhone', 'COMMERCIAL_ITEM'), ('iPod', 'COMMERCIAL_ITEM'), ('iPad', 'COMMERCIAL_ITEM')]"
"Uttam Group of Companies, a family-owned conglomerate, is a global manufacturer of ultra-lightweight composite cylinders and systems for compressed hydrogen and natural gas. Uttam Composites in California will assist in expanding market sectors in healthcare, genomics and clean energy in the USA, Europe and China.","[('Uttam Group', 'ORGANIZATION'), ('Uttam Composites', 'ORGANIZATION'), ('California', 'LOCATION'), ('USA', 'LOCATION'), ('Europe', 'LOCATION'), ('China', 'LOCATION')]"
Design & Craftsmen | ddarchitects,[]
This is the main landing page for the Rethink Technology Research ltd website.,"[('Rethink Technology Research ltd', 'ORGANIZATION')]"
"From the makers of ezpz, Ono's non-skid, all-in-one silicone pet bowls & placemats for small, medium & large pets. The Good Bowl and The Great Bowl are available in single bowl versions. Finally, no more tipped bowls from tiny paws or toddler hands. Pet lovers rejoice!","[('ezpz', 'ORGANIZATION'), ('Ono', 'ORGANIZATION'), ('The Good Bowl', 'TITLE'), ('The Great Bowl', 'TITLE'), ('single bowl', 'QUANTITY')]"
"#1 Award Winning E-tailer of Genuine Microsoft Office, Microsoft Windows, SQL, Project, Visio, Microsoft Applications, Outlook, Windows Server, Antivirus and tailored software.","[('#1', 'QUANTITY'), ('Microsoft', 'ORGANIZATION'), ('Office', 'TITLE'), ('Microsoft', 'ORGANIZATION'), ('Windows', 'TITLE'), ('SQL', 'TITLE'), ('Visio', 'TITLE'), ('Microsoft', 'ORGANIZATION'), ('Outlook', 'TITLE'), ('Windows', 'TITLE')]"
"vielö takes a unique and understated approach to skincare, celebrating simple, yet effective high-quality ingredients.","[('vielö', 'ORGANIZATION')]"
"Web application design, development, enterprise architecture, hiring, and training for Node.js and React.js","[('Node.js', 'TITLE'), ('React.js', 'TITLE')]"
"Discover the best tools, resources and inspiration in the world of design and tech.",[]
Avida is a Toronto-based human-centred strategic design company creating multi-sensory experiences for in-store retail environments.,"[('Avida', 'ORGANIZATION'), ('Toronto', 'LOCATION')]"
"EKKO clothing, Linen wear, Casual shirts, Linen, Women's wear, Men's wear, Tops, Dresses, Pants, Skirts, Jeans, Cotton shirts, Formal shirts, Formal, Hawaiian Shirts, White linen, EKKO Style, EKKO women, EKKO men, Dresses, Frocks, Blouse, Fashion, T-Shirts, Shirt Buy Online Branded Clothing - Men and Women in Sri Lanka","[('EKKO', 'ORGANIZATION'), ('Hawaiian', 'OTHER'), ('EKKO', 'ORGANIZATION'), ('EKKO', 'ORGANIZATION'), ('EKKO', 'ORGANIZATION'), ('Sri Lanka', 'LOCATION')]"
The official website of Ciel Viole.,"[('Ciel Viole', 'ORGANIZATION')]"
"Pau is a casual cool restaurant in Kamuela, HI. Pizza, pasta, salad, sandwiches. Supporting the local community and feeding Waimea since 2007.","[('Kamuela, HI', 'LOCATION'), ('Waimea', 'LOCATION'), ('2007', 'DATE')]"
<br>Big plans for your business? The SBCI can help you fund them.,"[('SBCI', 'ORGANIZATION')]"
Official site for the band Sea Wolf.,"[('Sea Wolf', 'ORGANIZATION')]"
"Only Demio provides a simple, no-download webinar experience for your audience, as well as all the marketing tools you need to generate better results.","[('Demio', 'TITLE'), ('all the marketing tools', 'QUANTITY')]"
Trans-Eurasian logistic solutions. Container trains China - Russia - Europe. New Silk Road. Ocean freight. Airfreight. Road transport. China. Russia. Europe. Seven Stars Shipping. ,"[('Eurasian', 'OTHER'), ('China', 'LOCATION'), ('Russia', 'LOCATION'), ('Europe', 'LOCATION'), ('New Silk Road', 'LOCATION'), ('China', 'LOCATION'), ('Russia', 'LOCATION'), ('Europe', 'LOCATION'), ('Seven Stars', 'QUANTITY')]"
"If Gaming is your passion, and also you would love to get everyday updates concerning the gamer international then Gamerrof is one of the pleasant structures to live knowledgeable with all of the cutting-edge information and cutting-edge updates approximately all of the video games you like to play.Gamerroof began out as a Gaming News internet site based in 2019. We don’t simply serve our readers with video games associated information, we deal with them with precise insights that aren't most effective attractive for hardcore video games newsreaders however additionally, informal video games geeks, Gamerroof is best for each gaming geek and non-gaming geek out there! gaming dependancy is one of the healthful conduct which beautify our creativity and continues our mind energetic and additionally fortify our choice energy and additionally deliver us the persistence to stand each segment of existence like a winner. gambling video games is a superb supply of pressure relieving as well.I wish you'll revel in our each put up due to the fact we're dedicated to serving you with the pleasant of the pleasant content material and all of the statistics you're looking for. Don't hesitate to Contact Us for any court cases or suggestions, we would like to pay attention the whole lot from you and we can additionally strive our pleasant to reply to you as quickly as possible. have a terrific time. cheers..!GF Team<br>Gaming is your passion and you would like to get regular updates regarding the gamer world then GamerRoof is one of the best platforms to stay informed wit<br>We don’t just serve our readers with gaming news; we treat them with unique insights that are not only engaging for hardcore gaming news readers.","[('Gamerrof', 'ORGANIZATION'), ('one', 'QUANTITY'), ('2019', 'DATE'), ('Gamerroof', 'ORGANIZATION'), ('each gaming', 'QUANTITY'), ('one', 'QUANTITY'), ('each segment', 'QUANTITY'), ('each', 'QUANTITY'), ('GF', 'ORGANIZATION'), ('GamerRoof', 'ORGANIZATION'), ('one', 'QUANTITY')]"
Education And Parenting News And Views,[]
"Vietto is a sustainable and ethical fashion brand from Finland. Design is all about a mixture of unusual but timeless shapes, convertibility and comfort.","[('Vietto', 'ORGANIZATION'), ('Finland', 'LOCATION')]"
"Non profit education organization Gambia. Tuition assistance, homework education organization online. Creating educational opportunities for children and youth","[('Gambia', 'LOCATION')]"
Free Resources For Designers & Developers,[]
"Power, Beauty and Soul is the design philosophy that propels Extreme®. We engineer the worlds most advanced iPhone Cases, Headphones and Accessories!","[('iPhone', 'COMMERCIAL_ITEM')]"
"A portable, lightweight, and innovative rain-harvesting device designed to sustainably provide clean drinking water to off-grid communities and disaster relief areas worldwide.",[]
"RABILOO CO.,LTD - 3F, CT1 - C14 Bac Ha Bldg, To Huu St, Nam Tu Liem District, Ha Noi City, Viet Nam","[('RABILOO CO.,LTD -', 'ORGANIZATION'), ('3F', 'OTHER'), ('CT1 - C14 Bac Ha Bldg', 'LOCATION'), ('To Huu St, Nam Tu Liem District, Ha Noi City, Viet Nam', 'LOCATION')]"
"We deliver news to the community residents in Calgary reaching over 380,000 households with Print at Great News Publishing our online mycalgary.com blog delivers news to the community . We can customize your media package to get your story heard and get your news to your community.","[('Calgary', 'LOCATION'), ('over 380,000 households', 'QUANTITY'), ('Great News Publishing', 'ORGANIZATION'), ('mycalgary.com', 'OTHER')]"
MetroGreen imports and stocks a large range of garden hand & arborist tools. We also the NZ's distributor for citygreen urban landscape solutions. Buy online!,"[('MetroGreen', 'ORGANIZATION'), ('NZ', 'LOCATION')]"
"We are an award-winning creative branding and communications agency. Through the power of design and strategy we engage with people, to create outstanding customer and employee communications.",[]
"Juna is redefining wellness by creating plant-powered, organic hemp CBD formulas to optimize mind, body, mood and sleep. Explore your Juna CBD options today.","[('Juna', 'ORGANIZATION'), ('Juna', 'ORGANIZATION'), ('today', 'DATE')]"
"China leading provider of Carbon Fiber Telescopic Pole and Telescoping Fiberglass Poles, Lanbao Sci & Tech Development Limited is Telescoping Fiberglass Poles factory.","[('China', 'LOCATION'), ('Carbon Fiber Telescopic Pole', 'ORGANIZATION'), ('Telescoping Fiberglass Poles', 'ORGANIZATION'), ('Lanbao Sci & Tech Development Limited', 'ORGANIZATION')]"
"Facing a complex legal matter in Texas? Contact Naman, Howell, Smith & Lee, PLLC today. Put nearly 100 years of experience in your corner.","[('Texas', 'LOCATION'), ('Naman', 'PERSON'), ('Howell', 'PERSON'), ('Smith', 'PERSON'), ('Lee', 'PERSON'), ('today', 'DATE'), ('nearly 100 years', 'QUANTITY')]"
"Comprehensive coverage of the New York Mets, New York Jets and all New York sports, plus video, scores, schedules and standings.","[('New York Mets', 'ORGANIZATION'), ('New York Jets', 'ORGANIZATION'), ('all', 'QUANTITY'), ('New York', 'LOCATION')]"
"HALO FASHION is the top online fashion store for women. Shop sexy club dresses, Jeans, tops, bodysuits, skirts, Lingerie and more with affordable fashion online. Our sizes range from S-XXXXL, We have something for everyone so show your confidence today.","[('HALO FASHION', 'ORGANIZATION'), ('XXXXL', 'OTHER'), ('today', 'DATE')]"
Branding & Web Development Services,[]
"Beautiful Life - is online magazine dedicated to all aspects of design - web, art, industrial, furniture, cars, architecture, branding, graphics, fashion and more.","[('Beautiful Life', 'TITLE'), ('all aspects', 'QUANTITY')]"
GTCAD SOFTWARE: EASY QUICK & FAST. Easiest way to pattern design and marker making. Main Feature : Simple and easy software interface for apparel CAD operator.,"[('GTCAD', 'TITLE')]"
"HVAC contractor in Yuma, AZ. Southern Mechanical Co providing heating, ventilation, and air conditioning services in Yuma, AZ & surrounding areas.","[('Yuma, AZ', 'LOCATION'), ('Southern Mechanical Co', 'ORGANIZATION'), ('Yuma, AZ', 'LOCATION')]"
Leadsun is your sustainable lighting solution powered by the energy of the sun. Intuitive solar lighting with a wireless control system. Learn more about Australia’s leading community solar light supplier today.,"[('Leadsun', 'ORGANIZATION'), ('sun', 'LOCATION'), ('Australia', 'LOCATION'), ('today', 'DATE')]"
"technical director @ ShopBack, thoughtful software engineer, blogger","[('ShopBack', 'PERSON')]"
"Our business is assisting our customers to implement their Internet & Intranet based solutions, SEO, Social Media Marketing to meet their marketing and communications…",[]
TechU invests in platform technologies that harness complex science and engineering breakthroughs for enduring global impact. ,"[('TechU', 'ORGANIZATION')]"
Unitone is a Japan-based record label.,"[('Unitone', 'ORGANIZATION'), ('Japan', 'LOCATION')]"
"Get the latest news, exclusives, sport, celebrities, showbiz, politics, business and lifestyle from The Sun","[('Sun', 'ORGANIZATION')]"
CamTran provides urban and rural transit for Cambria County Pennsylvania,"[('CamTran', 'ORGANIZATION'), ('Cambria County Pennsylvania', 'LOCATION')]"
This domain may be for sale!,[]
Hai Ha is a Vietnamese takeaway in London. Why don't you try our Barbecued Somerset Ribs or Sizzling Beef in Black Pepper Sauce?,"[('Vietnamese', 'OTHER'), ('London', 'LOCATION')]"
"International practice for organic architecture: design of private houses, public buildings, interiors and furniture with living, individual and ecological quality. We base on the personality of the client, on the character of the environment and on functional processes. Our projects aim to stimulate and support the inner development and the health of the users.",[]
"Our team delivers professional Managed IT, Application and Web solutions across Canada, innovating ways to make your business run better.","[('Canada', 'LOCATION')]"
Kadence is an International Market Research Agency. We combine the reach of a large company with the agility and personalised service of a small boutique.,"[('Kadence', 'ORGANIZATION')]"
"Join us on our journey and share your stories in luxury, ethically made fashion. Always with you in mind, FREE SHIPPING on all US purchases. Shop our one of a kind swimwear + RTW in our online boutique.","[('US', 'LOCATION'), ('one', 'QUANTITY')]"
Tipto is your environmentally friendly and fun store for all things bright and beautfiul.,"[('Tipto', 'ORGANIZATION'), ('all', 'QUANTITY')]"
KTN exists to connect innovators with new partners and new opportunities beyond their existing thinking—accelerating ambitious ideas into real-world solutions.,"[('KTN', 'ORGANIZATION')]"
FIT Global combines cutting-edge SAP technology with business strategy to help clients achieve the sustained competitive advantage.,"[('FIT Global', 'ORGANIZATION'), ('SAP', 'OTHER')]"
Big Time provides services of scientific publications in foreign well-known journals. ✈Working with world databases ✓Guarantee! ☎ +48 128 81 40 32,"[('Big Time', 'ORGANIZATION'), ('+48 128 81 40 32', 'OTHER')]"
"Sunnyda is manufacturer of prefab house, steel structure building, toilet trailer and sandwich panel. One stop solution provider and custom made products.","[('Sunnyda', 'ORGANIZATION'), ('One stop solution', 'QUANTITY')]"
"Martial Arts in Chester County for Adults and Children of Exton, Malvern, West Chester and Downingtown for over 40 years at the Dragon Gym Learn Tae Kwon Do, Karate, Hapkido, Muay Thai Kickboxing, MMA, Kettlebells, Brazilian Jiu Jitsu(BJJ) and Power Yoga Classes.","[('Chester County', 'LOCATION'), ('Exton', 'LOCATION'), ('Malvern', 'LOCATION'), ('West Chester', 'LOCATION'), ('Downingtown', 'LOCATION'), ('over 40 years', 'QUANTITY'), ('Dragon Gym', 'LOCATION'), ('Learn', 'ORGANIZATION'), ('Kwon Do', 'TITLE'), ('Karate', 'TITLE'), ('Hapkido', 'TITLE'), ('Muay Thai Kickboxing', 'TITLE'), ('MMA', 'TITLE'), ('Kettlebells', 'TITLE'), ('Brazilian', 'OTHER'), ('Jiu Jitsu', 'TITLE'), ('BJJ', 'TITLE'), ('Power Yoga', 'TITLE'), ('Classes', 'OTHER')]"
"Amelia, an IPsoft Company, has been developing Artificial Intelligence systems for more than 20 years, including the groundbreaking digital colleague Amelia and the autonomic HyperAutomation Platform.","[('Amelia', 'ORGANIZATION'), ('more than 20 years', 'QUANTITY'), ('Amelia', 'ORGANIZATION'), ('HyperAutomation Platform', 'OTHER')]"
"UBER is the best company for vacation rentals, bnb, real estate and travel stays.  We provide amazing travel experiences to our customers.","[('UBER', 'ORGANIZATION')]"
"Get the best deals at Brands on Sale, your one-stop shop for branded fashion online. Enjoy our wide collection of Gucci, Dolce & Gabbana, Versace, Armani Jeans, Fendi, Lanvin, Valentino, Prada and many more. Latest trends at unbeatable prices. Worldwide Free shipping on all orders.","[('one-stop', 'QUANTITY'), ('Gucci', 'ORGANIZATION'), ('Dolce & Gabbana', 'ORGANIZATION'), ('Versace', 'ORGANIZATION'), ('Armani Jeans', 'ORGANIZATION'), ('Fendi', 'ORGANIZATION'), ('Lanvin', 'ORGANIZATION'), ('Valentino', 'ORGANIZATION'), ('Prada', 'ORGANIZATION')]"
"Find our  Guitars, Keyboards, Pianos, Drums, Synthesizers, DJing, Home Studio Prolight & Sound ... on musicplus.tn !",[]
"Providing innovative branding, digital marketing, sales, and business services. KingArts is the exclusive agent for Tom Gilleon, David Hooper & Tamara Ashburn","[('KingArts', 'ORGANIZATION'), ('Tom Gilleon', 'PERSON'), ('David Hooper', 'PERSON'), ('Tamara Ashburn', 'PERSON')]"
"CDLP is a Swedish design house of focused, luxury essentials developed with innovation. Consciously constructed in Europe using future-oriented materials.","[('CDLP', 'ORGANIZATION'), ('Swedish', 'OTHER'), ('Europe', 'LOCATION')]"
Trading platform that grows customer retention and increases trading volumes,[]
"<br>Only Profit India is a SEBI Registered Investment Advisory, provides Gold Silver Tips, Crude Tips, Stock Cash Future Tips,Share Tips,Intraday Sure Trading Tips,Commodity Tips,Only Profit India Daily Profit,Lead Aluminium Zinc Tips,Natural Gas,Equity Tips, Share Market Tips, Precious Metal Tips, Bullion Tips, Base Metal Tips, Agri Tips, NCDXE Tips, MCX Tips.","[('Only Profit India', 'ORGANIZATION'), ('SEBI', 'ORGANIZATION'), ('Only Profit India', 'ORGANIZATION'), ('Profit', 'ORGANIZATION')]"
"GreenDev is a web design and web development studio building modern sites that convert, connect, and perform, designed for Search and Paid Advertising","[('GreenDev', 'ORGANIZATION')]"
MTI Investment is a Nordic/East African investment company that invests in Eastern African small and medium sized enterprises (SMEs).,"[('MTI Investment', 'ORGANIZATION'), ('Nordic', 'OTHER'), ('East African', 'OTHER'), ('Eastern African', 'OTHER')]"
"At the Idea Creative Design Studio, we create successful brands, build effective websites, create engaging design, capture photography and captivating videos.","[('Idea Creative Design Studio', 'ORGANIZATION')]"
The owner of this domain has not yet uploaded their website.,[]
IDS Solutions provide security systems and digital surveillance for farm and equestrian properties throughout the United Kingdom.,"[('IDS Solutions', 'ORGANIZATION'), ('United Kingdom', 'LOCATION')]"
The domain name citidecor.com is for sale. Make an offer or buy it now. The price is: ...,"[('citidecor.com', 'ORGANIZATION')]"
Orchid provides the best crypto powered VPN by harnessing the power of blockchain technology to ensure digital privacy.,"[('Orchid', 'ORGANIZATION'), ('VPN', 'OTHER')]"
"Welcome to Little Lion. The story started back a few years ago when Danielle Peters worked under the mentorship of Lorean Cairns, Creative Director/Founder of Fox & Jane Salon. Danielle quickly built a reputation as a strong, independent, fiercely executed stylist quickly building a following as one of the best in NYC.","[('Little', 'ORGANIZATION'), ('Lion', 'TITLE'), ('few years ago', 'DATE'), ('Danielle Peters', 'PERSON'), ('Lorean Cairns', 'PERSON'), ('Fox & Jane Salon', 'ORGANIZATION'), ('Danielle', 'PERSON'), ('one', 'QUANTITY'), ('NYC', 'LOCATION')]"
"Iris is software which makes Monitors healthy for the eyes. Blue Light Filter and Screen Dimmer for Eye Protection, you can reduce the Blue Light emitted from your screen for better sleep, reduce the Brightness of your screen without PWM and avoid eye pain.","[('Iris', 'TITLE')]"
"Engineering is one of the world&rsquo;s leading specialist providers of services, software development and digital platforms that support both public and private companies or organisations through Digital Transformation.","[('one', 'QUANTITY'), ('world', 'QUANTITY')]"
"Day One. Your Journal for Life. App for iPhone, iPad, and Mac.","[('Day One', 'QUANTITY'), ('Journal', 'TITLE'), ('Life', 'TITLE'), ('iPhone', 'COMMERCIAL_ITEM'), ('iPad', 'COMMERCIAL_ITEM'), ('Mac', 'COMMERCIAL_ITEM')]"
Explore travel nursing and allied health jobs to find your next next career move. Start your journey as a travel nurse with Emerald.,"[('Emerald', 'ORGANIZATION')]"
"KTDC Hotels and Resorts are the official host to tourist in Kerala state, India. ","[('KTDC Hotels and Resorts', 'ORGANIZATION'), ('Kerala', 'LOCATION'), ('India', 'LOCATION')]"
"Lifestyle blog, sharing posts about traveling, health and wellness, fashion and recipes. Toronto and Intertanational adventures","[('Toronto', 'LOCATION'), ('Intertanational', 'ORGANIZATION')]"
WooCommerce and Easy Digital Downloads plugins to allow your store to sell more into international markets. Aelia Fanatical support included as standard.,"[('WooCommerce', 'TITLE'), ('Aelia', 'PERSON')]"
"BSP has been proudly serving Kitsap County and beyond for 47 years, offering various printing services with exceptional customer service!","[('BSP', 'ORGANIZATION'), ('Kitsap County', 'LOCATION'), ('47 years', 'QUANTITY')]"
"Home - Welcome to Chek - Chek's start experience including trending news, entertainment, sports, videos, personalized content, web searches, and much more.","[('Chek', 'ORGANIZATION'), ('Chek', 'ORGANIZATION')]"
"The best investment you can make is one in yourself. Located in Bathgate, DREAM:U is a one-stop wellness centre for all beauty, fitness and mindset needs.","[('Bathgate', 'LOCATION'), ('DREAM', 'LOCATION'), ('one-stop', 'QUANTITY')]"
"Five Star Home Delivery offers grocery delivery, restaurant delivery and laundry delivery services to the island of Bermuda.","[('Five Star Home Delivery', 'ORGANIZATION'), ('Bermuda', 'LOCATION')]"
Find Top 10 Best Bitcoin Casino Sites & Get the Latest Welcome Offers! Win Fantastic Bonuses & Play Instantly! Huge Jackpots. Bet Responsibly 18+.,"[('10 Best Bitcoin Casino Sites', 'QUANTITY'), ('18+', 'QUANTITY')]"
ehousing is an early-stage real estate startup.,"[('ehousing', 'ORGANIZATION')]"
"Since 1989, T-Line has been supplying independent stores and large national retailers with on-trend screened, embroidered and DTG apparel graphics.","[('1989', 'DATE'), ('T-Line', 'ORGANIZATION')]"
"This website is for sale! qtechnologiesinc.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, qtechnologiesinc.com has it all. We hope you find what you are searching for!","[('qtechnologiesinc.com', 'ORGANIZATION'), ('first', 'QUANTITY'), ('qtechnologiesinc.com', 'ORGANIZATION')]"
Welcome to Disabilities Network of Eastern CT (DNEC). We are a non-profit agency providing services to people with disabilities that reside in Eastern CT. ,"[('Disabilities Network', 'ORGANIZATION'), ('Eastern CT', 'ORGANIZATION'), ('DNEC', 'ORGANIZATION'), ('Eastern CT.', 'LOCATION')]"
"VCC has built a reputation as a leading general contractor in the nation. With 9 offices nationwide, we are a commercial contractor committed to serving our clients wherever they may build. No matter the scope or size, VCC is the construction company that has the right team, experience, and resources to turn our client's vision into a reality.","[('VCC', 'ORGANIZATION'), ('9 offices', 'QUANTITY'), ('VCC', 'ORGANIZATION')]"
We are a property investment company who help everyday NZers become property investors through our in-person property investment coaching programme.,"[('NZers', 'OTHER')]"
In house embroidery t-shirt printing and promotional products production. Also Sublimation and custom apparel manufacturer. State of the art newest machinery.,[]
"Shop for printed t-shirts, hoodies, phone cases, stickers, posters, mugs, and more.",[]
Online Shopping for Canadians,"[('Canadians', 'PERSON')]"
This domain may be for sale!,[]
"Made-to-order womenswear clothing with a commitment to fair wages, quality, design, and sustainability.",[]
"At KADs, our designers work to produce the finest pieces of jewelry made from valuable metals dipped in 18K Gold. Explore a world of jewelry: Bracelets · Necklaces · Anklets · Earrings · Rings","[('KADs', 'ORGANIZATION'), ('18K', 'OTHER')]"
"Central Retail Central of Life Making everyday life more fulfilling. Life is unique to everyone. And through this truth, we are passionate creators of diverse experiences that fulfil everyday life for everyone. Central Retail specialises in the creation of new lifestyle experiences. With key business segments in Fashion, Food, Hardline, and Property &ndash; we operate under diverse retail banners distinguished by its unique product offerings, store format, store network and its brand and market positioning.","[('Central Retail', 'ORGANIZATION'), ('Central Retail', 'ORGANIZATION')]"
We create books for everyone that explore ideas and nurture curiosity about the world we live in.,[]
"Sharing my Sitecore Love (as a consequence, I've got Sitecore MVP Technology 2018/2019/2020/2021 Awards)","[('Sitecore', 'TITLE'), ('Sitecore MVP Technology 2018/2019/2020/2021 Awards', 'TITLE')]"
"FTC, established in 1986, humbly began as a small collection of skate gear buried in the back of a ski and tennis shop. Over the past three decades FTC has earned the reputation as one of the true epicenters of real skate culture.","[('FTC', 'ORGANIZATION'), ('1986', 'DATE'), ('the past three decades', 'QUANTITY'), ('FTC', 'ORGANIZATION'), ('one', 'QUANTITY')]"
Oil & Gas fields services and equipment. A Tunisian based company with over 25 years’ experience working with clients around the globe.,"[('Oil', 'ORGANIZATION'), ('Tunisian', 'OTHER'), ('over 25 years’ experience', 'QUANTITY')]"
Sun Trade Beads offers a variety of services designed to promote the history and significance of beads in Ghanaian society.,"[('Sun Trade Beads', 'ORGANIZATION'), ('Ghanaian', 'OTHER')]"
Davinci Meeting Rooms offers full service meeting room & conference room rentals that are perfect for your business. Contact us to learn more & find one today.,"[('Davinci Meeting Rooms', 'ORGANIZATION'), ('today', 'DATE')]"
Exceed your production goals with mine to mill tracking. We connect your rock property and mill performance data for real-time analytics of your mine site.,[]
